eda_mean,eda_std,eda_slope,eda_peaks,temp_mean,temp_std,temp_slope,acc_mean,acc_std,acc_max,bvp_std,start_time_sec,end_time_sec,center_time_sec,label,subject_id
0.41160635000000007,0.05037639216995232,0.0006434204597541505,6,33.291666666666664,0.02757817172249747,0.0006433780123621092,62.965820863866114,2.610313443411556,75.69015788066504,66.41484046757422,0.0,30.0,15.0,0,S10
0.4123312083333333,0.046516780649011644,-4.80119209667353e-05,8,33.31133333333333,0.019362047641942676,0.0003162719633309955,62.97509498219789,2.5421274521852837,83.03011501858829,69.81242984235011,10.0,40.0,25.0,0,S10
0.4093358083333333,0.041715590693267954,-0.0010152287901937637,7,33.3225,0.01367784096022917,0.00012105007292162498,63.0000114471669,2.504707100009885,83.03011501858829,66.17315552769911,20.0,50.0,35.0,0,S10
0.3831660083333333,0.012747890547391122,-0.00024253261684839135,8,33.32483333333333,0.011971029845236531,2.8474199597264766e-06,63.017007316008524,2.5196141769710616,83.03011501858829,67.20131639082469,30.0,60.0,45.0,0,S10
0.37865695,0.0033763179817912054,-3.4632891172993535e-06,12,33.32583333333333,0.010294281044454097,-2.0626432391184725e-05,62.97325268271176,0.46845123474781614,65.22269543648132,42.310959902711836,40.0,70.0,55.0,0,S10
0.3780386583333334,0.00293539450924923,-5.446048336690787e-06,26,33.32725,0.010243900624273595,0.00011025071185498527,62.96972068770531,0.435059205600957,65.22269543648132,29.89224919037914,50.0,80.0,65.0,0,S10
0.37815588333333333,0.0027588089645815524,-3.212264046114302e-05,27,33.33141666666667,0.008784060690946711,0.00012379331898044576,63.00300233912438,0.3488499050984695,63.82789358893179,21.39065153999652,60.0,90.0,75.0,0,S10
0.37874214166666664,0.0048418119977542695,3.077391138273452e-05,15,33.33291666666666,0.007788435158762051,-1.5591360511130606e-05,62.98821921625507,1.6535537381639671,73.79024325749306,62.47766374201041,70.0,100.0,85.0,0,S10
0.37915794999999997,0.004707323526254946,-2.4263212723106426e-06,20,33.33241666666666,0.007637171524125021,-5.274671852215722e-05,62.92812821066536,1.643374547102397,73.79024325749306,62.591921627981144,80.0,110.0,95.0,0,S10
0.3797869916666668,0.0045448832245648,-3.9922595319120214e-05,25,33.32908333333333,0.0083661852451135,-4.552399472209609e-05,62.87002824741013,1.628255150927354,73.79024325749306,62.68454516859044,90.0,120.0,105.0,0,S10
0.37922205000000003,0.0016256322300877235,1.740720188902043e-05,30,33.324416666666664,0.011817771457521378,-0.000187200500034679,62.86138530583401,0.1719615213089733,63.63961030678928,20.92487658001568,100.0,130.0,115.0,0,S10
0.37909408333333333,0.0023691071862037426,-1.689455517744307e-05,26,33.31933333333333,0.012364824660659602,-0.00010889645114236379,62.83488942005909,1.7107517554997886,75.82875444051551,43.55301165238812,110.0,140.0,125.0,0,S10
0.37775084166666667,0.0029624651193328614,-5.66061497326196e-05,17,33.31933333333333,0.012364824660659602,0.00011778595735806962,62.786430638688984,1.7119562844191996,75.82875444051551,43.62342023373326,120.0,150.0,135.0,0,S10
0.37636495833333333,0.002644639415861934,-2.834652753663283e-05,21,33.320833333333326,0.011223734771553839,4.9517327592081493e-05,62.722864653021446,1.7031098179753748,75.82875444051551,40.25824148121379,130.0,160.0,145.0,0,S10
0.3761624166666667,0.0019168478446976978,2.69640669490926e-05,25,33.324999999999996,0.0102469507659586,1.9723591916094414e-05,62.71199920692836,0.11614130852912281,63.48228099241551,12.991934696561643,140.0,170.0,155.0,0,S10
0.3770899083333334,0.0020487608734542926,2.884541634835683e-05,30,33.32433333333333,0.011455226851625729,4.722550177022186e-06,62.74339999161683,0.2870960791108692,65.40642170307133,14.607511575812632,150.0,180.0,165.0,0,S10
0.37952045000000006,0.006382689524343691,5.758158899923597e-05,15,33.32716666666666,0.010422998075836057,-1.1736926175542254e-05,62.81909571422482,0.4315247930991992,65.40642170307133,23.502277371329118,160.0,190.0,175.0,0,S10
0.382483925,0.007282162942380172,7.85818216542804e-05,12,33.32991666666666,0.009957897480001959,0.00012914091256342335,62.77973016392891,0.5216773053726529,65.40642170307133,25.7049568047358,170.0,200.0,185.0,0,S10
0.38683304166666665,0.007373279854081039,7.33015105215645e-05,16,33.34266666666667,0.01721110752456661,0.00041238974928807395,62.85885662511164,0.5139492033835494,65.19202405202648,34.7185576261297,180.0,210.0,195.0,0,S10
0.39103292500000003,0.005577662490031857,0.00010399462809917253,21,33.356833333333334,0.020735771560811474,0.00045426765747625536,62.88999985092457,0.43541407576715935,64.59876159803684,30.06960113532436,190.0,220.0,205.0,0,S10
0.394081575,0.00396046096362216,5.5707010903534254e-05,18,33.37508333333333,0.019790394695967963,0.00039311757760950657,63.055658865686496,0.34237165114563606,64.33506042586733,27.868874977168623,200.0,230.0,215.0,0,S10
0.3946892833333333,0.0032479918723813867,-2.7393881519551653e-05,22,33.38566666666666,0.017162620882473865,0.0002898812417528389,63.01329879335808,0.3523849868791526,63.89835678638379,14.775244652984789,210.0,240.0,225.0,0,S10
